Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
3756.0	0.20	0.15	0.30	0.16	0.00	0.14	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15
3757.0	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15
3758.0	0.30	0.16	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
3759.0	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14
3760.0	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.13	0.60	0.17	0.00	0.14	0.40	0.16
3761.0	0.30	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.50	0.17	0.20	0.15	0.00	0.14
3762.0	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.20	0.15
3763.0	0.10	0.15	0.60	0.17	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.11	0.20	0.15	0.40	0.16
3764.0	0.20	0.15	0.50	0.17	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15
3765.0	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.12	0.20	0.15	0.00	0.14
3766.0	0.30	0.16	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15
3767.0	0.10	0.15	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.20	0.15
3768.0	0.00	0.14	0.50	0.17	0.40	0.16	0.30	0.16	0.30	0.16	0.60	0.17	0.20	0.15	0.00	0.14
3769.0	0.00	0.13	0.00	0.14	0.20	0.15	0.40	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14
3770.0	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.30	0.16	0.00	0.14	0.30	0.16
3771.0	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.40	0.16	0.40	0.16	0.00	0.14	0.00	0.14
3772.0	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.40	0.16	0.00	0.14
3773.0	0.00	0.14	0.60	0.17	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14
3774.0	0.10	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14
3775.0	0.40	0.16	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14
3776.0	0.00	0.14	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.30	0.16	0.20	0.15
3777.0	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15
3779.0	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
3780.0	0.30	0.16	0.40	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.10	0.15
3781.0	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.14	0.20	0.15
3782.0	0.20	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14
3783.0	0.00	0.14	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15
3784.0	0.10	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14
3785.0	0.00	0.14	0.10	0.15	0.50	0.17	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.13
3786.0	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
3787.0	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15
3788.0	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15
3789.0	0.30	0.16	0.00	0.14	0.00	0.13	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.30	0.16
3790.0	0.30	0.16	0.30	0.16	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13	0.10	0.15
3791.0	0.10	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.14
3792.0	0.20	0.15	0.10	0.15	0.50	0.17	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
3793.0	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
3794.0	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14
3795.0	0.20	0.15	0.30	0.16	0.40	0.16	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15
3796.0	0.40	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.13	0.60	0.17	0.10	0.15	0.10	0.15
3797.0	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.13
3798.0	0.20	0.15	0.40	0.16	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15
3799.0	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15
3800.0	0.40	0.16	0.40	0.16	0.70	0.18	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.30	0.16
3801.0	0.30	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
3802.0	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.50	0.17	0.10	0.15	0.20	0.15
3804.0	0.30	0.16	0.50	0.17	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15
3805.0	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14
3806.0	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.60	0.17	0.10	0.15	0.10	0.15
3807.0	0.20	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
3808.0	0.20	0.15	0.00	0.14	0.00	0.13	0.10	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.10	0.15
3809.0	0.30	0.16	0.50	0.17	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15
3810.0	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.60	0.17	0.20	0.15	0.00	0.14
3811.0	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15
3812.0	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.30	0.16
3813.0	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14
3814.0	0.20	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
3815.0	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14
3816.0	0.00	0.14	0.30	0.16	0.50	0.17	0.10	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.10	0.15
3817.0	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.70	0.18	0.10	0.15	0.10	0.15
3818.0	0.00	0.14	0.50	0.17	0.60	0.17	0.30	0.16	0.00	0.13	0.20	0.15	0.30	0.16	0.10	0.15
3819.0	0.00	0.14	0.20	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15
3820.0	0.30	0.16	0.70	0.18	0.10	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15
3821.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15
3822.0	0.30	0.16	0.40	0.16	0.60	0.17	0.40	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.30	0.16
3823.0	0.20	0.15	0.20	0.15	0.40	0.16	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.30	0.16
3824.0	0.40	0.16	0.00	0.14	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.13	0.00	0.14	0.30	0.16
3825.0	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15
3826.0	0.10	0.15	0.40	0.16	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.13	0.20	0.15	0.30	0.16
3827.0	0.20	0.15	0.60	0.17	0.00	0.13	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.30	0.16
3829.0	0.10	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.10	0.15	0.00	0.13	0.10	0.15	0.10	0.15
3830.0	0.30	0.16	0.30	0.16	0.40	0.16	0.10	0.15	0.40	0.16	0.40	0.16	0.40	0.16	0.00	0.14
3831.0	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.20	0.15	0.60	0.17	0.00	0.14	0.00	0.14
3832.0	0.30	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15
3833.0	0.30	0.16	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.30	0.16
3834.0	0.20	0.15	0.40	0.16	0.50	0.17	0.60	0.17	0.30	0.16	0.50	0.17	0.20	0.15	0.40	0.16
3835.0	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.20	0.15
3836.0	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.13
3837.0	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15
3838.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.60	0.17	0.30	0.16	0.20	0.15
3839.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.10	0.15
3840.0	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.80	0.18	0.00	0.14	0.00	0.14
3841.0	0.40	0.16	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16
3842.0	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
3843.0	0.00	0.14	0.30	0.16	0.10	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15
3844.0	0.00	0.14	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
3845.0	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.13
3846.0	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.30	0.16	0.30	0.16
3847.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15
3848.0	0.20	0.15	0.00	0.13	0.60	0.17	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14
3849.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14
3850.0	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.13
3851.0	0.00	0.14	0.30	0.16	0.40	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.30	0.16
3853.0	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15
3854.0	0.40	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.13	0.30	0.16	0.20	0.15	0.00	0.13
3855.0	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16
3856.0	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.40	0.16
3857.0	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14
3858.0	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16
3859.0	0.00	0.14	0.50	0.17	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15
3860.0	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
3861.0	0.30	0.16	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.13
3862.0	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.10	0.15
3863.0	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.70	0.18	0.00	0.12	0.30	0.16	0.10	0.15
3864.0	0.00	0.14	0.10	0.15	0.20	0.15	0.60	0.17	0.10	0.15	0.00	0.13	0.10	0.15	0.10	0.15
3865.0	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.12	0.00	0.14	0.10	0.15
3866.0	0.40	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15
3867.0	0.00	0.13	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.20	0.15	0.10	0.15
3868.0	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.60	0.17	0.00	0.14	0.10	0.15
3869.0	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15
3870.0	0.00	0.14	0.50	0.17	0.20	0.15	0.10	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.00	0.14
3871.0	0.00	0.14	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15
3872.0	0.00	0.14	0.10	0.15	0.50	0.17	0.40	0.16	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14
3873.0	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.10	0.15
3874.0	0.10	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14
3875.0	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.50	0.17	0.20	0.15	0.30	0.16
3876.0	0.20	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.40	0.16	0.30	0.16	0.40	0.16	0.40	0.16
3878.0	0.40	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.40	0.16	0.20	0.15	0.00	0.14
3879.0	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15
3880.0	0.10	0.15	0.60	0.17	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14
3881.0	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15	0.10	0.15
3882.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15
3883.0	0.30	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14
3884.0	0.30	0.16	0.40	0.16	0.20	0.15	0.10	0.15	0.40	0.16	0.40	0.16	0.20	0.15	0.00	0.14
3885.0	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.20	0.15
3886.0	0.00	0.14	0.40	0.16	0.40	0.16	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.14	0.10	0.15
3887.0	0.10	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.00	0.13	0.10	0.15	0.30	0.16	0.00	0.14
3888.0	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.40	0.16	0.10	0.15	0.00	0.14
3889.0	0.10	0.15	0.50	0.17	0.40	0.16	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14
3890.0	0.00	0.14	0.40	0.16	0.60	0.17	0.10	0.15	0.00	0.13	0.30	0.16	0.30	0.16	0.00	0.13
3891.0	0.50	0.17	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14
3892.0	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.14	0.00	0.12
3893.0	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
3894.0	0.00	0.14	0.60	0.17	0.00	0.14	0.30	0.16	0.00	0.12	0.40	0.16	0.00	0.14	0.20	0.15
3895.0	0.00	0.14	0.40	0.16	0.00	0.14	0.40	0.16	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15
3896.0	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.60	0.17
3897.0	0.00	0.13	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14
3898.0	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16
3899.0	0.00	0.13	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.40	0.16
3900.0	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.50	0.17	0.00	0.13	0.30	0.16	0.20	0.15
3901.0	0.50	0.17	0.40	0.16	0.40	0.16	0.20	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.20	0.15
3903.0	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16
3904.0	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15
3905.0	0.20	0.15	0.20	0.15	0.50	0.17	0.10	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.40	0.16
3906.0	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
3907.0	0.30	0.16	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.13	0.40	0.16	0.10	0.15
3908.0	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.10	0.15	0.50	0.17	0.20	0.15	0.00	0.14
3909.0	0.00	0.14	0.40	0.16	0.40	0.16	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.13	0.00	0.14
3910.0	0.00	0.14	0.30	0.16	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16
3911.0	0.20	0.15	0.40	0.16	0.00	0.13	0.10	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14
3912.0	0.00	0.13	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14
3913.0	0.20	0.15	0.00	0.14	0.40	0.16	0.40	0.16	0.00	0.12	0.30	0.16	0.10	0.15	0.00	0.14
3914.0	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14
3915.0	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.13	0.50	0.17	0.00	0.14
3916.0	0.10	0.15	0.20	0.15	0.60	0.17	0.30	0.16	0.40	0.16	0.00	0.14	0.10	0.15	0.00	0.14
3917.0	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.40	0.16	0.40	0.16	0.10	0.15
3918.0	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14
3919.0	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15
3920.0	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15
3921.0	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14
3922.0	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15
3923.0	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.40	0.16	0.30	0.16	0.00	0.13	0.00	0.14
3924.0	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14
3925.0	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.30	0.16	0.50	0.17	0.00	0.14	0.00	0.14
3926.0	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15
3928.0	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14
3929.0	0.10	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16
3930.0	0.00	0.14	0.00	0.14	0.50	0.17	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.10	0.15
3931.0	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15
3932.0	0.00	0.14	0.30	0.16	0.40	0.16	0.30	0.16	0.10	0.15	0.00	0.13	0.20	0.15	0.20	0.15
3933.0	0.00	0.14	0.30	0.16	0.50	0.17	0.20	0.15	0.00	0.13	0.00	0.14	0.40	0.16	0.40	0.16
3934.0	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.20	0.15	0.70	0.18	0.10	0.15	0.00	0.13
3935.0	0.30	0.16	0.30	0.16	0.40	0.16	0.10	0.15	0.00	0.14	0.50	0.17	0.30	0.16	0.10	0.15
3936.0	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15
3937.0	0.20	0.15	0.10	0.15	0.40	0.16	0.20	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15
3938.0	0.20	0.15	0.20	0.15	0.10	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.40	0.16	0.10	0.15
3939.0	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.40	0.16	0.00	0.13	0.30	0.16	0.10	0.15
3940.0	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.40	0.16
3941.0	0.00	0.14	0.20	0.15	0.00	0.13	0.50	0.17	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14
3942.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.30	0.16
3943.0	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.10	0.15
3944.0	0.40	0.16	0.20	0.15	0.00	0.14	0.30	0.16	0.50	0.17	0.30	0.16	0.00	0.14	0.00	0.14
3945.0	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15
3946.0	0.30	0.16	0.10	0.15	0.40	0.16	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15
3947.0	0.30	0.16	0.40	0.16	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.13	0.10	0.15
3948.0	0.10	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
3949.0	0.20	0.15	0.40	0.16	0.50	0.17	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14
3950.0	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.13	0.20	0.15	0.10	0.15
3951.0	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.30	0.16	0.30	0.16
3953.0	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14
3954.0	0.10	0.15	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13
3955.0	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.13	0.20	0.15	0.30	0.16
3956.0	0.00	0.12	0.00	0.14	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14
3957.0	0.20	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.10	0.15	0.50	0.17	0.20	0.15	0.10	0.15
3958.0	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14
3959.0	0.00	0.13	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.12	0.20	0.15	0.30	0.16
3960.0	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
3961.0	0.00	0.13	0.40	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15
3962.0	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.13	0.40	0.16	0.20	0.15	0.00	0.14
3963.0	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
3964.0	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.30	0.16	0.40	0.16	0.10	0.15	0.00	0.14
